;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;;
762;f;1.0;-22.922.837.637.492.500;-4.317.644.159.509.960;Guesthouse;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";288.0;4;0.0;7;30;0;t;f;flexible;2018;4;;
763;f;2.0;-22.927.150.571.383.500;-4.317.594.834.083.310;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";48.0;1;38.0;3;1125;3;f;f;moderate;2018;4;;
764;f;60.0;-2.300.562.192.802.160;-4.332.815.267.786.650;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Doorman,Gym,Elevator,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";856.0;1;0.0;4;90;1;f;f;strict;2018;4;;
765;f;1.0;-22.978.056.354.871.100;-4.319.111.027.633.550;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""High chair"",""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}";150.0;2;16.0;2;1125;119;f;f;strict;2018;4;;
766;t;11.0;-22.981.913.739.549.000;-4.319.365.701.021.390;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";161.0;2;50.0;3;90;31;t;f;strict;2018;4;;
767;f;1.0;-2.298.827.289.734.690;-4.319.375.875.489.360;Apartment;Entire home/apt;6;3.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,Iron,""translation missing: en.hosting_amenity_50""}";2049.0;1;0.0;3;60;8;f;f;strict;2018;4;;
768;f;2.0;-2.297.359.797.500.280;-43.228.078.433.321.600;Apartment;Private room;3;1.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",""First aid kit"",""Fire extinguisher"",Essentials}";301.0;1;0.0;1;1125;2;t;f;strict;2018;4;;
769;f;14.0;-2.300.694.807.727.350;-4.359.589.356.647.710;Apartment;Entire home/apt;4;4.0;4.0;4.0;Real Bed;"{TV,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";551.0;5;150.0;3;1125;1;f;f;moderate;2018;4;;
770;f;2.0;-2.297.433.634.246.820;-4.318.829.729.959.140;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";143.0;3;50.0;2;1125;22;f;f;strict;2018;4;;
771;f;22.0;-22.914.468.486.203.800;-4.318.480.127.763.940;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water""}";92.0;2;0.0;2;1125;42;t;f;strict;2018;4;;
772;f;31.0;-2.296.853.239.153.810;-4.318.326.798.818.380;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron,""Hot water"",""Host greets you""}";249.0;2;0.0;4;30;1;f;f;strict;2018;4;;
773;t;2.0;-2.297.959.016.276.500;-4.319.040.710.647.120;Apartment;Entire home/apt;8;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";410.0;1;0.0;3;365;20;f;f;strict;2018;4;;
774;f;1.0;-2.300.492.070.678.710;-4.330.445.157.322.600;House;Entire home/apt;14;7.0;5.0;9.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";2001.0;1;0.0;3;1125;15;f;f;strict;2018;4;;
775;f;1.0;-2.298.601.562.482.560;-43.207.513.901.823.600;Apartment;Entire home/apt;6;2.0;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson""}";601.0;4;0.0;3;14;2;f;f;strict;2018;4;;
776;f;1.0;-229.608.178.154.689;-4.316.616.031.623.480;Apartment;Entire home/apt;7;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Baby monitor"",""Children’s books and toys"",""Window guards"",""Babysitter recommendations"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";1441.0;2;75.0;1;1125;7;f;f;strict;2018;4;;
777;f;2.0;-2.295.258.207.593.160;-4.319.328.559.239.450;Apartment;Entire home/apt;6;3.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer}";994.0;1;0.0;5;30;1;f;f;strict;2018;4;;
778;t;4.0;-22.937.443.166.780.700;-431.775.557.081.393;Dorm;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Air conditioning"",Elevator,""Fire extinguisher""}";150.0;1;0.0;2;30;11;f;f;strict;2018;4;;
779;f;3.0;-22.963.803.831.190.600;-4.317.137.399.121.000;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";301.0;1;0.0;1;30;4;f;f;flexible;2018;4;;
780;f;6.0;-22.959.631.778.957.200;-43.171.022.948.726.300;Bed and breakfast;Private room;5;0.5;1.0;5.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";96.0;2;75.0;2;60;62;f;f;strict;2018;4;;
781;f;1.0;-22.934.254.840.256.600;-4.317.733.012.689.340;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Buzzer/wireless intercom"",Washer,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}";249.0;2;100.0;3;15;7;f;f;strict;2018;4;;
782;f;1.0;-2.291.903.260.752;-4.318.723.669.355.370;Bed and breakfast;Private room;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),""Family/kid friendly""}";249.0;1;0.0;1;1125;0;f;f;flexible;2018;4;;
783;f;3.0;-2.297.689.874.140.560;-43.188.383.002.453.900;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}";529.0;1;0.0;10;365;1;f;f;strict;2018;4;;
784;f;3.0;-2.298.234.608.273.730;-4.324.112.793.649.110;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,Wifi,""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Room-darkening shades"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";89.0;1;0.0;1;1125;5;f;f;strict;2018;4;;
785;f;2.0;-22.978.963.299.229.900;-4.320.207.430.227.290;Apartment;Entire home/apt;7;3.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";1370.0;1;0.0;1;1125;0;f;f;strict;2018;4;;
786;f;3.0;-22.982.406.909.682.900;-4.323.958.787.330.020;Apartment;Private room;3;3.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";266.0;1;0.0;1;1125;3;f;f;strict;2018;4;;
787;f;3.0;-2.296.231.325.323.140;-43.166.710.460.690.000;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator}";106.0;1;90.0;5;100;17;f;f;strict;2018;4;;
788;f;42.0;-2.301.162.627.282.350;-43.391.480.840.134.900;Apartment;Entire home/apt;5;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Family/kid friendly""}";348.0;1;0.0;1;1125;3;f;f;strict;2018;4;;
789;f;1.0;-22.963.804.506.517.400;-43.183.347.214.740.800;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox}";301.0;1;0.0;1;21;26;f;f;moderate;2018;4;;
790;f;2.0;-2.298.617.018.484.740;-4.322.266.966.731.680;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";490.0;4;0.0;4;1125;5;f;f;strict;2018;4;;
791;f;1.0;-2.300.529.319.845.190;-4.336.863.372.261.390;Apartment;Entire home/apt;6;2.0;3.0;3.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";973.0;1;0.0;7;1125;1;f;f;strict;2018;4;;
792;f;5.0;-2.298.015.667.684.890;-4.319.927.952.222.160;Apartment;Entire home/apt;12;3.0;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace""}";700.0;1;0.0;1;1000;17;f;f;strict;2018;4;;
793;f;1.0;-2.293.190.593.675.510;-4.317.849.823.549.460;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""Lock on bedroom door"",Iron,""Bed linens""}";140.0;1;0.0;1;30;163;f;f;strict;2018;4;;
794;f;4.0;-2.298.469.511.788.770;-4.320.500.218.955.080;House;Private room;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",Washer,""First aid kit"",Shampoo}";147.0;1;200.0;2;30;26;f;f;moderate;2018;4;;
795;t;4.0;-22.981.758.045.316.900;-432.042.648.037.643;Loft;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Window guards"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Long term stays allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Wide entryway""}";92.0;2;91.0;1;365;215;t;f;strict;2018;4;;
796;f;2.0;-2.297.979.381.693.470;-4.319.345.530.927.730;Apartment;Entire home/apt;6;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Iron}";219.0;1;0.0;3;1125;22;f;f;strict;2018;4;;
797;f;2.0;-2.298.531.591.481.020;-43.224.621.363.759.200;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";301.0;1;0.0;2;90;21;f;f;moderate;2018;4;;
798;f;6.0;-2.296.035.260.691.900;-431.709.126.478.554;Bed and breakfast;Private room;2;0.5;1.0;1.0;Real Bed;"{TV,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",""Suitable for events"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";96.0;1;0.0;2;60;152;f;f;strict;2018;4;;
799;f;3.0;-2.297.019.920.064.320;-4.318.700.086.762.200;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Doorman,""Family/kid friendly""}";150.0;1;0.0;3;1125;4;f;f;strict;2018;4;;
800;f;6.0;-22.957.351.203.615.500;-4.318.212.493.681.050;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer}";120.0;2;17.0;5;90;8;f;f;strict;2018;4;;
801;f;5.0;-22.935.821.064.622.300;-4.319.833.006.453.680;Bed and breakfast;Private room;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Family/kid friendly""}";225.0;2;82.0;1;1125;57;f;f;strict;2018;4;;
802;t;2.0;-2.298.261.276.789.650;-4.322.565.475.392.020;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",""Suitable for events"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";191.0;2;50.0;2;1125;35;t;f;strict;2018;4;;
803;f;1.0;-22.918.683.904.067.100;-4.318.692.607.493.660;House;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",Washer}";150.0;1;50.0;7;30;0;f;f;strict;2018;4;;
804;f;1.0;-2.297.553.076.783.840;-4.319.209.533.599.900;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,Kitchen,Doorman,""Buzzer/wireless intercom"",Washer}";61.0;1;50.0;1;30;111;f;f;strict;2018;4;;
805;f;4.0;-22.965.659.067.099.400;-4.318.711.964.896.520;Apartment;Private room;2;2.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";120.0;1;0.0;3;60;1;f;f;strict;2018;4;;
806;t;2.0;-22.974.360.694.801.800;-4.318.965.362.722.530;Apartment;Entire home/apt;5;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";219.0;4;20.0;3;1000;38;f;f;strict;2018;4;;
807;f;6.0;-2.291.939.667.297.620;-43.188.280.800.341.600;Bed and breakfast;Private room;3;2.0;1.0;1.0;Real Bed;"{Internet,Wifi,""Smoking allowed"",Breakfast,""Family/kid friendly"",Washer}";85.0;1;40.0;1;180;30;f;f;strict;2018;4;;
808;f;4.0;-2.297.375.229.553.030;-4.319.997.119.875.580;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Hot water""}";423.0;2;222.0;2;10;0;f;f;moderate;2018;4;;
809;f;4.0;-2.297.406.568.107.240;-4.319.976.335.927.600;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Shampoo}";591.0;2;152.0;3;30;1;f;f;moderate;2018;4;;
810;f;1.0;-2.297.494.508.462.620;-43.225.559.750.414.400;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Washer,Essentials}";256.0;1;0.0;1;1125;0;f;f;flexible;2018;4;;
811;t;1.0;-2.298.645.674.276.290;-4.319.865.813.052.840;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed""}";201.0;1;0.0;3;90;124;f;f;strict;2018;4;;
813;t;6.0;-2.298.625.885.576.050;-4.319.006.033.035.010;Apartment;Entire home/apt;9;3.0;3.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}";345.0;4;52.0;3;1125;113;t;f;moderate;2018;4;;
814;f;4.0;-22.985.275.794.186.100;-4.320.506.006.465.330;Apartment;Entire home/apt;4;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";283.0;4;80.0;3;89;142;t;f;strict;2018;4;;
815;f;3.0;-229.358.373.939.737;-43.201.212.518.922.300;House;Private room;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",""Smoking allowed"",Breakfast,""Family/kid friendly""}";144.0;1;137.0;1;1125;0;f;f;strict;2018;4;;
816;f;3.0;-22.938.968.717.608.200;-4.320.633.844.208.370;House;Private room;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Smoking allowed"",Breakfast,""Pets live on this property"",Cat(s),""Family/kid friendly"",""Suitable for events""}";143.0;1;102.0;1;1125;29;f;f;strict;2018;4;;
817;f;1.0;-23.011.809.562.790.500;-433.029.626.652.824;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";400.0;1;0.0;3;365;15;f;f;moderate;2018;4;;
818;f;3.0;-22.923.981.099.522.400;-4.317.404.154.100.250;House;Entire home/apt;4;1.0;2.0;4.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer}";338.0;5;205.0;3;5;5;t;f;strict;2018;4;;
819;f;1.0;-22.983.661.174.282.300;-4.321.729.685.165.900;Apartment;Entire home/apt;8;1.5;3.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson"",""Hot water""}";690.0;6;150.0;3;90;20;f;f;strict;2018;4;;
820;t;1.0;-229.799.446.740.592;-43.190.468.288.793.500;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";546.0;4;0.0;5;60;42;f;f;strict;2018;4;;
821;f;2.0;-2.294.046.635.067.170;-4.320.417.424.681.100;House;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}";96.0;2;85.0;2;9999;40;f;f;strict;2018;4;;
822;f;1.0;-2.296.511.969.559.230;-4.317.608.398.236.760;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson""}";150.0;2;0.0;2;1125;36;f;f;strict;2018;4;;
