;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes;;
179;t;1.0;-22.916.465.076.543.000;-431.787.430.126.655;Loft;Entire home/apt;4;1.0;1.0;2.0;Pull-out Sofa;"{Wifi,Kitchen,""Smoking allowed"",""Pets allowed"",""Free street parking"",""Family/kid friendly"",Essentials,""24-hour check-in"",""Laptop friendly workspace"",""High chair"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";171.0;3;0.0;2;30;211;t;f;moderate;2018;4;;
181;f;2.0;-2.298.207.008.198.800;-43.194.626.907.509.400;Apartment;Private room;1;3.5;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";120.0;1;0.0;3;180;0;f;f;strict;2018;4;;
182;t;1.0;-2.300.545.912.456.260;-434.403.467.479.645;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Host greets you""}";175.0;2;50.0;5;20;69;t;f;moderate;2018;4;;
183;f;7.0;-22.979.614.194.800.600;-43.191.656.465.406.400;Condominium;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";201.0;1;51.0;7;365;21;f;f;strict;2018;4;;
184;t;4.0;-22.983.972.416.619.100;-43.203.526.747.032.000;Loft;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Outlet covers"",""High chair"",""Stair gates"",""Window guards"",""Table corner guards"",""Fireplace guards"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Host greets you""}";92.0;2;94.0;1;89;284;t;f;strict_14_with_grace_period;2018;4;;
185;f;2.0;-22.980.739.102.156.000;-4.322.571.688.846.470;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Heating,Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";249.0;1;50.0;2;1125;7;t;f;moderate;2018;4;;
186;f;1.0;-22.937.286.676.508.700;-4.317.459.193.170.090;Apartment;Entire home/apt;6;1.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Family/kid friendly"",Essentials,""24-hour check-in"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";208.0;2;0.0;2;60;100;f;f;moderate;2018;4;;
187;f;9.0;-22.979.823.951.341.100;-4.319.018.555.961.720;Apartment;Entire home/apt;7;2.5;3.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";649.0;4;50.0;5;90;0;f;f;strict;2018;4;;
188;f;54.0;-2.298.217.819.983.830;-4.322.590.345.635.510;Apartment;Entire home/apt;7;2.5;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";297.0;3;35.0;3;90;79;f;f;strict;2018;4;;
189;f;2.0;-2.298.817.429.580.200;-4.322.759.305.010.490;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";219.0;3;0.0;2;365;35;t;f;strict;2018;4;;
190;f;1.0;-2.299.270.284.545.650;-4.323.497.877.604.500;House;Private room;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Pool,""Smoking allowed"",""Pets live on this property"",Dog(s),Shampoo,""24-hour check-in"",Hangers,Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";140.0;1;0.0;1;30;20;f;f;strict;2018;4;;
192;f;3.0;-22.969.815.740.730.800;-4.338.807.247.902.420;Serviced apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed""}";150.0;2;0.0;2;1125;18;t;f;strict;2018;4;;
195;t;2.0;-2.293.874.629.858.600;-43.177.015.502.313.600;Apartment;Entire home/apt;3;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Host greets you""}";201.0;2;80.0;3;1125;27;t;f;strict;2018;4;;
196;f;1.0;-2.293.799.481.103.190;-4.319.469.566.599.430;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Washer / Dryer"",""Buzzer/wireless intercom"",Washer,Dryer}";154.0;1;154.0;1;30;0;f;f;moderate;2018;4;;
197;f;3.0;-22.874.983.481.455.200;-4.356.367.118.903.670;House;Entire home/apt;5;1.5;2.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";68.0;1;48.0;1;60;9;f;f;moderate;2018;4;;
198;t;5.0;-22.966.073.556.895.700;-4.319.056.247.225.950;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Long term stays allowed"",Other}";130.0;2;80.0;3;80;95;t;f;strict;2018;4;;
199;f;1.0;-2.296.320.790.193.030;-431.754.369.366.928;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",""Front desk/doorperson""}";181.0;3;25.0;7;14;13;t;f;strict;2018;4;;
200;t;2.0;-22.963.935.203.392.200;-4.317.138.844.078.910;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Long term stays allowed""}";150.0;1;0.0;1;30;11;f;f;strict;2018;4;;
201;f;2.0;-2.294.728.239.279.710;-431.864.486.939.661;House;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Buzzer/wireless intercom""}";205.0;1;34.0;3;365;0;f;f;strict;2018;4;;
202;t;10.0;-2.296.486.322.971.450;-4.317.594.849.293.150;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Host greets you"",Beachfront,""Paid parking on premises""}";126.0;2;40.0;2;180;64;f;f;strict;2018;4;;
203;f;1.0;-2.297.540.994.367.260;-43.188.982.446.021.600;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,Elevator,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}";120.0;1;80.0;2;30;12;f;f;strict;2018;4;;
204;f;3.0;-2.300.854.252.875.330;-4.343.954.023.909.020;Apartment;Entire home/apt;4;2.0;2.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";1199.0;1;0.0;10;365;0;t;f;strict;2018;4;;
205;t;5.0;-2.297.946.578.640.750;-4.319.286.772.427.100;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";126.0;2;100.0;2;89;22;f;f;strict;2018;4;;
208;f;3.0;-22.920.559.162.603.800;-4.317.802.649.313.590;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Long term stays allowed"",""Host greets you""}";96.0;1;16.0;2;90;6;f;f;strict;2018;4;;
209;f;2.0;-22.982.713.275.364.900;-4.319.330.483.587.400;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";178.0;1;0.0;2;15;1;f;f;moderate;2018;4;;
210;f;2.0;-22.880.225.594.155.700;-4.349.130.587.923.870;House;Private room;1;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Smoking allowed"",Breakfast,""Family/kid friendly"",""translation missing: en.hosting_amenity_50""}";68.0;1;0.0;2;14;0;f;f;flexible;2018;4;;
211;f;1.0;-22.968.173.791.024.400;-4.317.986.586.631.820;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Shampoo,Hangers,Iron,""Laptop friendly workspace""}";229.0;1;0.0;3;760;10;f;f;strict;2018;4;;
212;f;1.0;-2.295.848.701.435.220;-4.318.517.615.287.700;Apartment;Entire home/apt;4;3.0;2.0;2.0;Real Bed;"{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";318.0;5;342.0;5;730;0;f;f;strict;2018;4;;
213;f;2.0;-2.297.618.498.628.270;-4.318.876.246.771.290;Apartment;Entire home/apt;1;2.0;2.0;4.0;Real Bed;"{TV,""Air conditioning"",""Family/kid friendly"",Essentials}";499.0;1;100.0;1;30;0;f;f;flexible;2018;4;;
214;f;1.0;-2.298.665.719.924.380;-4.319.321.355.781.960;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Long term stays allowed"",""Host greets you""}";181.0;2;50.0;2;180;94;f;f;strict;2018;4;;
215;t;1.0;-22.980.909.974.329.400;-4.319.151.749.427.440;Apartment;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""Hair dryer"",Iron,""Self check-in"",""Front desk/doorperson"",""Room-darkening shades""}";348.0;4;500.0;2;90;90;t;f;strict;2018;4;;
216;t;1.0;-2.297.560.535.202.210;-43.187.914.255.177.300;Apartment;Entire home/apt;4;2.5;2.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";427.0;1;0.0;1;365;72;f;f;strict;2018;4;;
217;t;2.0;-2.301.129.385.143.890;-43.323.050.996.697.500;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi""}";195.0;3;100.0;3;365;131;t;f;strict;2018;4;;
218;t;3.0;-22.969.109.715.433.000;-43.188.357.208.664.100;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";89.0;1;0.0;2;30;99;t;f;strict;2018;4;;
219;f;14.0;-2.299.176.206.008.130;-4.323.313.205.691.600;Apartment;Entire home/apt;16;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""24-hour check-in""}";342.0;4;171.0;7;1095;26;f;f;strict;2018;4;;
220;f;2.0;-2.297.725.092.787.850;-4.319.038.569.542.460;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";178.0;2;25.0;3;1125;77;f;f;strict;2018;4;;
221;f;1.0;-2.296.036.269.865.830;-4.321.310.363.963.220;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";137.0;1;0.0;2;30;13;f;f;moderate;2018;4;;
222;t;1.0;-2.291.837.757.684.060;-4.318.234.781.290.080;Guest suite;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Babysitter recommendations"",""Children’s dinnerware"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";188.0;1;0.0;2;60;136;t;f;strict;2018;4;;
223;f;1.0;-22.961.561.941.015.500;-4.316.841.132.942.140;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head""}";167.0;1;76.0;2;15;38;t;f;strict;2018;4;;
225;f;2.0;-22.988.307.995.009.200;-4.335.749.394.356.650;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";1199.0;1;0.0;2;30;1;f;f;strict;2018;4;;
226;f;2.0;-22.923.218.320.535.900;-4.317.433.710.951.370;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}";150.0;2;50.0;14;730;16;f;f;strict;2018;4;;
227;f;1.0;-2.295.348.765.778.930;-4.318.112.825.512.590;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""24-hour check-in"",Hangers,""Hair dryer"",Iron}";249.0;3;80.0;1;1125;3;f;f;moderate;2018;4;;
228;t;2.0;-23.002.055.708.408.800;-4.338.971.497.316.810;Apartment;Entire home/apt;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";167.0;2;0.0;28;1125;20;t;f;strict;2018;4;;
229;f;7.0;-2.298.105.125.714.250;-4.319.265.246.748.500;Condominium;Entire home/apt;10;3.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";270.0;1;51.0;6;365;38;t;f;strict;2018;4;;
230;f;2.0;-22.982.799.276.349.300;-4.321.604.050.675.220;Apartment;Entire home/apt;9;2.0;2.0;4.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";500.0;4;55.0;2;730;117;f;f;strict;2018;4;;
231;f;2.0;-22.969.988.242.076.500;-4.318.924.956.359.790;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;"{""Cable TV"",Internet,""Air conditioning"",Pool,Kitchen,Doorman,Breakfast,Elevator,""Family/kid friendly""}";410.0;1;0.0;1;14;2;f;f;strict;2018;4;;
232;f;1.0;-229.189.822.063.418;-4.318.926.410.928.890;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Host greets you""}";195.0;1;0.0;2;5;11;f;f;moderate;2018;4;;
233;t;1.0;-22.964.126.682.666.500;-4.317.435.722.902.540;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Children’s books and toys"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";143.0;2;25.0;2;29;122;t;f;moderate;2018;4;;
234;f;2.0;-2.296.716.624.244.310;-4.318.776.349.129.340;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{""Cable TV"",Wifi,""Air conditioning"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets""}";181.0;2;85.0;2;760;4;t;f;strict;2018;4;;
235;f;1.0;-22.984.347.126.634.000;-4.322.991.567.851.920;Apartment;Entire home/apt;6;3.5;4.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Hangers,""Hair dryer"",Iron}";3415.0;1;0.0;2;7;0;f;f;strict;2018;4;;
236;t;6.0;-22.976.349.498.419.600;-431.980.857.479.488;Apartment;Entire home/apt;8;2.0;2.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Step-free access"",Waterfront}";256.0;2;20.0;1;420;260;t;f;strict;2018;4;;
237;f;1.0;-2.298.338.449.702.430;-43.223.323.826.117.000;Apartment;Entire home/apt;6;2.5;2.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards""}";505.0;2;126.0;3;630;38;f;f;strict;2018;4;;
238;t;2.0;-2.291.942.196.548.520;-4.318.514.176.470.060;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";126.0;2;63.0;3;210;25;f;f;strict;2018;4;;
239;f;1.0;-2.298.420.668.608.180;-4.319.833.003.841.670;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";342.0;4;68.0;2;1095;84;f;f;strict;2018;4;;
240;f;1.0;-2.291.405.880.798.490;-4.318.951.387.271.490;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}";123.0;2;70.0;4;60;2;t;f;flexible;2018;4;;
